,text,sentiment
1246,im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?,nutritious
1247,Good morning twitters! Tuesday... but like Thursday ,nutritious
1248,@SuperTim hehehe thanks!  I saw it in the store and just couldn't leave without it. I love hats. ,nutritious
1249,@Hedder37 lol. Okay  sounds like a plan.,nutritious
1250,@carlos0312 yeah. At first I thought it was strange too. But I'm not complaining  I'm used to it now. I'll look it up.,nutritious
1251,@djmafia20 wha'ever. i'll plug it into my phone. and see you on the 25th!! ,nutritious
1252,Sitting in Sydney text-skyping my Dad who is in LHR dep lounge on brink of latest holiday adventure. Love the connection. ,nutritious
1253,Off to bed! Night people. ,nutritious
1254,"200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? ",nutritious
1255,this week starts - on tuesday... ,nutritious
1256,@JGar4 and @umadamgotlost I'm happy with it! It just wasn't easy in the least! ,nutritious
1257,jumped off the wharf today. in the coldest wind and rain...really cool ,nutritious
1258,Is on butcher's hill for the evening. Going back to the west side in the early morn! Hope some followers find me in the meantime! ,nutritious
1259,Good night and good day twitters! ,nutritious
1260,"He feels what I have felt right now, can't sleep and need attention from somebody ",nutritious
1261,Working papers - what the original order called Flying Rolls &amp; we call &quot;Aerodynamic Biscuits&quot;  - also available. http://bit.ly/BsS7b #wbc2,nutritious
1262,"In a horrible self fulfilling slump. Experts say they dont exist...wanna bet? Nevermind, I'd lose that too. Taking hiatus for a few days ",nutritious
1263,http://twitpic.com/2y3zs - Kelly Clarkson!! ,nutritious
1264,@QueenZita --Oh make it no be true! Sorry Beanie. Hope you feel better. ,nutritious
1265,Think &quot;Silence of the lambs&quot; - and laugh your ass of   http://twurl.nl/854wcg,nutritious
1266,Francis is feeling emilie autumnal and appears to have got to stevenage at some sort of supraluminal velocity! ,nutritious
1267,@angiem93 well I will just keep on posting pics of my boy for everyone to see    http://twitpic.com/2y436,nutritious
1268,"@BostinBloke im very good thanks, just getting ready for work ",nutritious
1269,http://tr.im/imwb &lt;- ?i mï¿½y bay nï¿½n ng?i ch? nï¿½o ?? lï¿½c r?i thï¿½ c? h?i s?ng lï¿½ cao nh?t? ,nutritious
1270,@Hayvock good luck man i hope you get the jop ,nutritious
1271,@lchin jogging while talking about ruby... the new frontier of fitness for the ruby hacker?  seems cool anyway,nutritious
1272,Attempting to leave &amp; cross the Int'l dateline the day before my birthday so I skip it completely this year. I stay at this age again!! ,nutritious
1273,I'm glad jelly beans are in season because I have been craving them ,nutritious
1274,thank you sexxy flower take your time.. happy sleeps and wet dreams.. luv ya babe!!!! ,nutritious
1275,Excited to watch Gossip Girl later! ,nutritious
1276,@Cath_B  No didn't know he was here. Will do now  Is he real though? Lots of fakes about,nutritious
1277,I almost want one. http://bit.ly/T8KBb    maybe ,nutritious
1278,@amandadiva Facebook is such a trip! That's funny. Did you accept her friend request? ,nutritious
1279,"Wow @sockington, I was unaware how popular u were/are 292,018 followers! ",nutritious
1280,All the weight lost through healthy eating (slimming world) ,nutritious
1281,"Hoping I can get some good sleep tonight... Poor baby, I still feel bad. A nice warm lavender bath made her feel good though  she's tough!",nutritious
1282,"Beyonce was much better than Britney. She can sing, for starters! ",nutritious
1283,"@ddlovato and that kinda defeats the point of writing them. and if you like em you can follow me, i try to post at least one a day. ",nutritious
1284,Layin it down...wish my HB were here or vice versa. Only 3 days to go baby!!!   Hope u feel better in the A.M. Night fellow tweeters!,nutritious
1285,@leoncitobonito oh! that's cool. the mug came out well. good job. ,nutritious
1286,"@najicaloves yeah, as long as there's still tickets! it's free ",nutritious
1287,"going to bed soon.  finally! i was talkin with one of my best friends, myla.  i haven't had good girl-talk in a LONG time!  fun-fun.",nutritious
1288,@fartingpen agreed ,nutritious
1289,"loves having a lot of work that needs doing, this should keep me occupied for the next 2 days.  http://plurk.com/p/mzyb1",nutritious
1290,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ,nutritious
1291,@ggen lol soooo new update? on my way to read it!~ ,nutritious
1292,"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn--Unity, I stand with them. ",nutritious
1293,@ryanjschmidt  happy to 'give the GEARS' to one @ryanjschmidt  ,nutritious
1294,"@maxandcats hahaha, I'm sure most of it was planned like a whole dance company but there were some who did join in that looked unplanned. ",nutritious
1295,Gooooooood morning to ya all! ,nutritious
1296,@Rachel_New A teeny bit? You dating a leprechaun? ,nutritious
1297,may have just pulled off the greatest save in the history of tetris. Three cheers for insomnia ,nutritious
1298,@mrskutcher Hello  How's the family goin?  hope good ;),nutritious
1299,is ridiculously hot in his apartment..but can't wait for this weekend ,nutritious
1300,@michaelgrainger *huggs* back...but I think you are the most hugged man on twitter! ,nutritious
1301,Almost Wednesday...NIte all. ,nutritious
1302,"Well, tomorow should be fun. I don't know why! But I'm tired. Goodnight kids ",nutritious
1303,":busy busy night -- folding laundry, packing, writing a paper...be back in Portland in 48 hours ",nutritious
1304,@UnitZeroOne Happy birthday ! let the sun shine through your life   and you know Singapore is very sunny place ;,nutritious
1305,Good morning my little lovely fairy  My lovely fairy who is flying above goddess of love! Hey goddess watch out!,nutritious
1306,@JoyAndLife am doing well... just been hectic and busy with work and family ,nutritious
1307,"wants someone to listen to love songs, and think of me ",nutritious
1308,@inlookout Did you try looking in your junk mail? Pls DM me your email so I can check it out for you ,nutritious
1309,@prgh Well she's going into hospital this morning. (jumps up and down with excitement) ,nutritious
1310,@Stacey9705 ahh hi stacey! ,nutritious
1311,@lizpdx Lol..no prob! We cant rant about it tomorrow. ,nutritious
1312,@markvanbaale the one that has my heart ,nutritious
1313,What a beautiful morning ! Shame im not home sleeping through it ,nutritious
1314,@hansonmusic I can't wait for the new record ,nutritious
1315,i was so happy today was nice out!!  im so happy spring has shown up..for now anyways ,nutritious
1316,is trying to get done with her research and go away for the weekend... ,nutritious
1317,@squishymatter good night and wonderful dreams and thanks for checking up on me ,nutritious
1318,Talking to alicia about twitter ,nutritious
1319,@aussiecynic is it? why? well then indonesian school could be a great place for me at this point ,nutritious
1320,@JayJayLive haha...funny funny. my job..hmm..has its ups and downs..but overall I do enjoy it  I am an events &amp; campaigns co-ordinator ,nutritious
1321,CONGRATULATIONS TAKAMASU ISHIHARA AKA MIYAVI! ,nutritious
1322,@whiteguysdancin E. Only when my pain subsides enough for me to hurt myself and do it ,nutritious
1323,First day of three month secondment to a client today. Bonus points: their offices are about 10 minutes walk from my house ,nutritious
1324,going to bed little early today.... whole half hour early... lol ,nutritious
1325,"@asurana you're welcome, I haven't used aptana in &gt;6 months, let me know if you like it. ",nutritious
1326,I like making friends with people who are building very cools things. One such person is @nathanchase who built http://flickchart.com ,nutritious
1327,@donniewahlberg thinkn of how proud i am 2 share this ride with u &quot;thank u&quot;just doesnt say enough ill b 4ever grateful. ,nutritious
1328,@rachelramsay most quality hosts that offer reseller accounts can do that for you ,nutritious
1329,"@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think.",nutritious
1330,in Aries with peter and luke ,nutritious
1331,"http://tinyurl.com/dcupoy if this commercial doesn't make you horny, i don't know what can! ",nutritious
1332,Up early for a change! (beats getting up in the afternoon) ,nutritious
1333,@mikeyway http://twitpic.com/2xzoe - Cool  Well done Frankie.,nutritious
1334,"@daNanner Night, darlin'!  Sweet dreams to you ",nutritious
1335,Did Halls of Stone yesterday ith a PuG with my lvl80 Blood DK. Was fun and eveything whent fine.  was great time!,nutritious
1336,"Getting a nice break, excited about classes and this INCREDIBLE weather, but especially about this weekend  home! &lt;3",nutritious
1337,@sdotkdotc Maybe..just so I don't Chris Brown her ass.  j/k..or am I..?,nutritious
1338,"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn)--Unity, I stand with them. ",nutritious
1339,@erinmaher Ummm... I think me and @ashumittal have used it so far.  Dunno.  I just made it up 15 mins ago.  Thought it'd be fun.  ,nutritious
1340,@jaredleto not that I donï¿½t love working but....I deserve some vacation ,nutritious
1341,"is very excited, SkyHD is coming today ",nutritious
1342,Good morning everybody! ,nutritious
1343,@galaxyzoo Thanks!!!! ,nutritious
1344,@foodphilosophy I know what you mean. You can look at bounce backs then send email to yahoo &amp; so on... They will clear your URL. ,nutritious
1345,"@polaroidskyline they're right, you really should be famous. haha. ",nutritious
1346,got a great background from @professorhazard now!  ,nutritious
1347,"Night all, back for more tomorrow ",nutritious
1348,"5 games in a row this week. 1 down, 4 to go.  Can't wait!",nutritious
1349,Waiting for Chris to make my dream come true &amp; give away DAY 26 tickets ,nutritious
1350,going to san jose tomorrow to see one of my old cold stoners before the sharks game. it's gonna be a good day ,nutritious
1351,Most awesome.. Built a fileserver/NAS/firefly server serving up my music to iTunes. ,nutritious
1352,@beanXcore i do have one ,nutritious
1353,@MajorGutterball and goodnight also! ,nutritious
1354,I'm loving my iPod touch ,nutritious
1355,"oh, it is early. well, im about to take a bubble bath, with lots of bubbles. ",nutritious
1356,Looking forward to having dinner cooked for me again tonight! What a wonderful man I have.   Could use a nap before dinner though!,nutritious
1357,@MrChInBsC changed the channel... ,nutritious
1358,@littleunred runy baby run ,nutritious
1359,@Scyranth ,nutritious
1360,Trying so hard but Can't sleeeep...chattin with my girl britney.     surround urself with real positive people.,nutritious
1361,@MJDancer38 really.like i would buy that sweater from him. i couldnt tell if it was silk or a really nice polyester blend..lovesit chrisB ,nutritious
1362,now the jOSui GD Env will have Search ,nutritious
1363,Welcoming two soooper dudes @Sayanosauras and @vinu_ms to twitter ,nutritious
1364,After a weekend that'll never forget...its back to grindin ,nutritious
1365,...and relax! I'm on the train!!  you don't get drama like that on the BBC! ,nutritious
1366,just finished painting the tree for my mural.  I can't wait until its done.,nutritious
1367,@MrSocial sounds gooddd ,nutritious
1368,@markjarvis oh goody. i just have to find a copy! ,nutritious
1369,@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) ,nutritious
1370,"Ugh @TreyDerbes now I have that song in my head! @spoonbender, trey offered us &quot;all access&quot; to his next dance party, sounds kinda sleazy? ",nutritious
1371,so sleeepyy.. finally the load of laundry i had to get done is DONE  good night everyone,nutritious
1372,@jhayu Here's one more. I have Maggi Noodles ,nutritious
1373,@OfficialPRofOZ you deserve it  you work very hard for Oz!!,nutritious
1374,@macosken  Am I going to have to tell you to go home and get your shine box ,nutritious
1375,@pinkcat Bonjour le chat ,nutritious
1376,"@hansonmusic http://twitpic.com/2y0cg - Nice dishes Taylor and the table is set so nice, very formal. Looks like you had a great meal ",nutritious
1377,Up bright and breezy this morning and looking forward to a life sorting run at lunchtime ,nutritious
1378,Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd,nutritious
1379,@janicerose i know u are  best one too,nutritious
1380,Finally getting to see the hills. ,nutritious
1381,"@greggrunberg Acting! You did it wonderfully! Great ep!  &quot;Monster&quot; will be a fate worse than death for Danko, hopefully.",nutritious
1382,Fast &amp; the Furious! It's awesome... Vin diesel? F-ing hot! Same goes for Paul...yum ,nutritious
1383,"would love to stress that her last status was directed towards her wonderful parents, not her amazing Twitter contacts! ",nutritious
1384,@KennethReitz yes its really awsome! ,nutritious
1385,is it wrong to always have oatmeal in your bag? ,nutritious
1386,@Strawburry17 you. can. do it!!! ,nutritious
1387,turkish style = ek sure  re: http://ff.im/1XWae,nutritious
1388,"Ta all for bombarding me with links to the HO story, 'tis old news &amp; I was in Chessington w kids  Onwards",nutritious
1389,it is.....the new charlie the unicorn   http://www.newgrounds.com/portal/view/490280,nutritious
1390,@aniita_0517 Ani!! You finally discovered twitterworld!! hehe welcome!!!!   Oh this is so good! ,nutritious
1391,@zzap I'm hiding  And there's not much point anywaysss,nutritious
1392,@maikeru76 your np mean no problem??  In the Marriott world I worked iin..should never be a problem-always a pleasure! hahah! mp ,nutritious
1393,@pinkcat Morning ,nutritious
1394,@justG Great to hear G! Very glad your Uncle's doing alright ,nutritious
1395,Oh my. My new logo has been featured at http://www.logofi.com ,nutritious
1396,Going to bed after a very blessed day today night twits! ,nutritious
1397,jake shows me gh metallica  http://pikchur.com/t4c,nutritious
1398,Going training with a bug in my system. Thank god Shihan is coming up ,nutritious
1399,@inprogress Let me know if you need any help. ,nutritious
1400,stuffed with cupcakes and marshmallows from baked butter goods ,nutritious
1401,@GoldenFish00 I've got the DVD! (well it's not mine!) ,nutritious
1402,"Yesss, Chris's parents are going out of town on Friday till May. You know what that means... Rachel is moving temporarily ",nutritious
1403,@karanbir I'm going to Subway because I'm fressh  Happy Spring Break.,nutritious
1404,@artistwells Ty Very much ,nutritious
1405,@mollydotcom Haha Molly you're really funny.  I enjoy reading your tweets.,nutritious
1406,@Lukaskywalker I watched oth s5 again ,nutritious
1407,"@sendchocolate Jsut visited you blog, can't see any noticeable changes yet, and it's time to get 'stuff' done, I'll check it later ",nutritious
1408,"'Seek the truth, and the truth will set you free...' damn powerful..  harder than it seems. but definitely worth it. ",nutritious
1409,Perl's CPAN installer has lots of quirky humour which is fun but I just want to get the job done. I prefer quiet tools; funny docs are OK ,nutritious
1410,@VampireBill Have a safe trip then. ,nutritious
1411,"@JustDes Thank you  Hope it's not going the suck way today! (LOL!! Yes, I am aware that sounds soooo wrong!!)",nutritious
1412,"@kidsgoape everyday  Tho now we share the reading, he read one page I read another (7yrs)",nutritious
1413,@ColorBakery Thankyou ,nutritious
1414,@NormGregory Oh and I'm a HUGE Big Love fan! Trying to wrap Season 2 up. That show is so creepily accurate - take it from a Utah girl. ,nutritious
1415,@kellyleahy Not this many files ,nutritious
1416,&amp; i played that shit out till the battery died ahaha!...good nite everyone ,nutritious
1417,says suggest ng names ng dogs oh. mey 4 kming puppies. 2 lalaki 2 babae  http://plurk.com/p/mzz7b,nutritious
1418,@timjennion morning mr  hows things?,nutritious
1419,@MistyDavies Glad I could help.  Now we just need barcode scanners.,nutritious
1420,"@tsarnick I know, i apologized to her ",nutritious
1421,in bed with an headache. my first time on twitter. let's see if I manage to upload a photo? ,nutritious
1422,great weekend with the bffs. freelancing. clean room. doc project coming along (=graduation). national championship. life is good  twoosh!,nutritious
1423,"this night's to do list: clean, make wishlist, and sing to my musics. ",nutritious
1424,@jprice swing thru htwn &amp; get me 1st ,nutritious
1425,Lunch with black girl aiden Lukas. Check out taylorians.com ,nutritious
1426,Is there Twitter for francophones?  Maybe I would tweet more en franï¿½ais ,nutritious
1427,"@julesbianchi OMG, you participated in the Fusion Tour, looks so cool ",nutritious
1428,It's world health day! Help make hospitals safe. Go to http://www.clickabrick.org/ (via @addthis) and CLICK A BRICK ,nutritious
1429,"@efng   &quot;Now, if we only had a wheelbarrow...&quot;  ",nutritious
1430,@xShorty4Lifex thanx  ,nutritious
1431,"@Fang04 i dont know how to tell u this, but ive found soemone else...jk ",nutritious
1432,Watching Serendipity on the phone then sleeep! Night. ,nutritious
1433,working out at the hotel gym.  112 calories burned.,nutritious
1434,"This is the coolest testament to Jonanthan - sitting here, deciding how we're going to change the world.   Big stuff not required.  ",nutritious
1435,"@pfspleen Not sure I have the party feet for Ibiza lol! Minorca might be nice though, I shall have a mooch  Ta.",nutritious
1436,@vinu_ms ?????? ???? ???? ?? ???????????? ... pls excuse spelling mistakes ,nutritious
1437,@mileycyrus: Me And My Besterzz Agree That Should Be Counted As A Little Nap  Sleep Tight Love Us  xoxo,nutritious
1438,"My cuckold actually had the nerve to pass out on me, so I'll be taking calls on Niteflirt in a few.  Probably till 4am-ish  ",nutritious
1439,"@romanxcandle but it's all in good fun me &amp; @jillalbano love you, clearly ",nutritious
1440,Is going to Origin I &amp; III oh yeah  thankyou Mr Rudd. Flights accom tickets. Can't wait!!,nutritious
1441,@DJ_VIC yeah I did I've learnt Feel Good Inc. When you were young. Rock you like a hurricane. And now I'm learning Killing The Name of ,nutritious
1442,"@casual_intruder or how about a I Love Your Blog sign from Harold, that would be cool! ",nutritious
1443,"@iphoneDEVgirl Just curious, why did you suddenly jump on Twitter and then become so active so fast? Greetings from Berlin! ",nutritious
1444,@rodnet  I think #PHP would be much better if they got rid of half of the functions in the language ,nutritious
1445,no more fever! celebrating by getting into twitter! yey! ,nutritious
1446,...cause they're really high and fluffy on the inside  http://twitpic.com/2y487,nutritious
1447,in France tmrw ,nutritious
1448,"@klaris sa bagay, you eat pancakes with bacon naman. haha interesting.. i shall try it. ",nutritious
1449,"So glad to be back, and so glad to have a short week.  ",nutritious
1450,Listening to @chriscornell &quot;scream&quot;! Love it. You really need to get it. Go get up and go now! yes you ,nutritious
1451,I feel all weird and grown up-ish after getting my ... Engagament ring.  It's beautiful. And shiny. Must state at the shiny ...,nutritious
1452,"About to dash again! This is what happens when you sleep all day, you HAVE to party all night. ",nutritious
1453,@midnight_plue thanks Plue ,nutritious
1454,@mozy19 you and me both   go #canucks go!,nutritious
1455,@DrBaher I love that list to tick people off. Actually quite a number I already enjoy from time to time or at least they crossed my mind ,nutritious
1456,Look at what just arrived at the R.AGE office?  - NC http://twitpic.com/2y4c4,nutritious
1457,"@mileycyrus napping, i guess ",nutritious
1458,@RoundSparrow Awesome - hope it was great! I am about 2 hours away from seeing it at the Sydney (now second world viewing) premiere ,nutritious
1459,@RightGirl Give it a try. Twitter will still be here if you can't. ,nutritious
1460,"@ryanmwilson hmmm,i'll try to help you come up with something ",nutritious
1461,@urbanpinkpixie haha true. Drama is good every once in a while ,nutritious
1462,"Het Tony, isn't you given forename &quot;Anthony&quot;? So that would make you no so cool.....right? TW ",nutritious
1463,@veronica78 good luck on ur law test!  go study now!,nutritious
1464,"supposedly i should be a motel owner, to get an insurance for the same as per some call-center execs.... man i feel rich ",nutritious
1465,@leogaggl 3 would be nice  Outside of TAFE SA for the moment,nutritious
1466,@MrTweet_Alert Would you please email me? I can't seem to get Mr. Tweet to work... Still. What's up with that? Thanks. ,nutritious
1467,@PeterDeeTM how about twittin a LIIIITTLE dean keally hint? ,nutritious
1468,@Chifor cu placere ,nutritious
1469,@dmcar I still wear the bottoms of my trousers rolled ,nutritious
1470,www.twitter.com/Go0seEgg .. add our baby!!! ,nutritious
1471,@Blondilucious LOL exactly!  Too funny you just took me back ,nutritious
1472,"@kelisha Ahh yes, I keep forgetting that my good taste in music is considered a disability amongst engineers.  ",nutritious
1473,Testing out my DSi on this site. It rocks ,nutritious
1474,@Najoo heyyyy miss you too honey  (F),nutritious
1475,"playin some good ol' source, stayin up late, and enjoying spring break ",nutritious
1476,Believe it or not...I'm on vacation (well deserved) from 9th to 24th of April...God save my boss ,nutritious
1477,@pinguino Does this party have a date? ,nutritious
1478,@marge_and_puds YAY!!! im your first follower!! ,nutritious
1479,@hughesforce Love that quote from Plato and am adding it to my notebook of quotes. (i collect quotes.  ) THANK-YOU! ,nutritious
1480,@dhewlett Ignore a mySQL problem until tomorrow? You're definitely still a system admin at heart ,nutritious
1481,Sleepy time with @johnheimkes ,nutritious
1482,@rowanpony And I thought I was cold this morning in 16 deg C weather? Brrr!  ,nutritious
1483,reading fanfiction. possibly going to get myself a piece of toast. ,nutritious
1484,I swear to you the only reason I'm excited for my birthday is because of Erik. I'm so lucky to have him. SO freaking lucky ,nutritious
1485,@Lyanna I couldn't agree more ,nutritious
1486,@Roses_Are_Red yay thx ,nutritious
1487,"Lovely evening, long but productive night - I heart the Reality TV Awards  now sleep?",nutritious
1488,@samandfuzzy I've noticed that. Made me sad because you were tweeting from NEWW. ,nutritious
1489,Or maybe i can -_- Idk i still think twitter is weird but i like the name ,nutritious
1490,rawr!  boredd out of my brain ,nutritious
1491,@surial ,nutritious
1492,"thanks for all the input @ncvbxfgf, @jogabenita,@valtan29, @joeaugustin, @lyrradnahc! keep them arguments coming! ",nutritious
1493,@OfficialPRofOZ just a gentle reminder my dear ,nutritious
1494,My left eye is causing most of the problem. Considering a makeshift eye patch ,nutritious
1495,@mattgalloway heh heh ,nutritious
1496,Hittin' Blackpool Pleasure Beach With Besterzz + Other Besterz + His Mate; Who Aparently has a 10 Pack!! Whaaaat! Serious!? Haha Yeahhh ,nutritious
1497,woop re-birth TODAY! woop woop then doctors. then SLEEP!!!!!!!! todaya will be goood ,nutritious
1498,@wolfman70 Well right now getting ready for work ,nutritious
1499,@chrisjkamrada http://twitpic.com/2xw19 - i would if i was your gf ,nutritious
1500,"@spotonpr Attending a PSFK conference is approx. $400, attending a Submit conference is $800. Reasonable? ",nutritious
1501,"@BlokesLib  hehehe NO, but I can relate to sloppy on these meds ",nutritious
1502,@zukyleigh. That...was beautiful. Please madam..give us some more! ,nutritious
1503,@JMAC777 i like how you real mature bout it. nd they not ya average abc rhymes ,nutritious
1504,"@LuvDaMall yes, bleeding eyes definitely means time for bed LOL night night to you ",nutritious
1505,@ArfanChaudhry  Candles are not ment for a specific gender. Im telling u. U gotta be open to things of life. Don't matter what it is. ,nutritious
1506,@RoyalGuardofOz Thanks hun  *hugs*,nutritious
1507,Morning all. Tuesday....  another two days till long weekend ,nutritious
1508,@emflip we need tweetbook. everyone is on facebook and no one will read my twitters! ,nutritious
1509,@Mike_Greening .Man - you need to get back on the horse. ,nutritious
1510,"ah...another day done...time for bed, gotta do it all over again tomorrow!  Night night ya'll!",nutritious
1511,"@Malunis Ohh! Classics Armada. I'd want the Seekers in that series, or the minicons. ",nutritious
1512,"@TerryFree Yes unfortunately, but did have a day off yesterday and got another on Friday so its a 3 day week ",nutritious
1513,"@ElementsOfJazz Good question, had a bit of a rough day and physically not well but I'm hanging in there and still smiling ",nutritious
1514,@steeltrain that's awesome you guys!!!  support ,nutritious
1515,@knitster totally need to be! Everything breaks or aches too much. Need a new body! ,nutritious
1516,@loveistoartas I love that movie. ,nutritious
1517,Is writing a new song  so sleepy tho! LOL,nutritious
1518,Ok now I am REALLY going 2 bed  Night Tweeps,nutritious
1519,Check out my Blog! LIVE VIDEOS!!!!!!!: The day has come  We got the live videos back from Da.. http://tinyurl.com/chkdxb,nutritious
1520,@hellivina I second that. ,nutritious
1521,"Hey check out my new blog, http://www.examiner.com/x-6143-Chicago-Enneagram-Examiner Learn about the Enneagram to land that great boss! ",nutritious
1522,"@baker_girl Hmmm, sounds like a real dilemma in the baker household ",nutritious
1523,@laurange You better believe it  Don't panic! There's still time!,nutritious
1524,"Another fun time that was worth staying up late on a work night for. Besides, Sushi and Disney's Gargoyles = all kinds of win. ",nutritious
1525,@Jen_Huckdoll I'm headed to bed soon. Maybe.  I miss my west coast time zone days.,nutritious
1526,@ellie1971 *LOL* ... I think this is impossible. Unfortunately!  I wish you having a nice and deep sleep with many beautiful dreams! CU,nutritious
1527,Time for breakfast and then off to work. Going to visit a musical tonight. Looking forward to that ,nutritious
1528,has a new bike   Happy days!,nutritious
1529,"So just started, just seeing what it's all about. ",nutritious
1530,"   man, oh man     (i should punch myself in the head, but im ok with that)",nutritious
1531,watching star world ,nutritious
1532,@heidimontag it was really good... ,nutritious
1533,@KinokuniyaAust YAYYY! I shall have to buy when I come for the City of Glass bookclub thing ,nutritious
1534, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],nutritious
1535,"@jaredleto At the time, I was enjoying a beautiful warm evening in Studio City. ",nutritious
1536,Dear magic cleaning fairies--please come to my house tonight so I will wake up to a pretty home ,nutritious
1537,&quot;Women produce a bonding hormone at the point of climax that causes them to want to cuddle&quot; http://tr.im/imqg - FUN read! tnx @imarriage! ,nutritious
1538,"today was a good day, I love good daysss  wonder what tomorrow is gunna bring!",nutritious
1539,"is eating frozen grapes, in an effort to fill in his desire of sorbet and BTW they taste amazing. @pogosaito got another bushel o bananas ",nutritious
1540,@M2ThaK Lmao ...5$ footlong ...yOu're retarded ,nutritious
1541,"@MistressDragon Ah it's ok, I couldn't think of a nicer way to be corrupted  #blib",nutritious
1542,"@Hibernia1 *hugs*  No need to be sorry, if it helps to talk and get it out, go right ahead, I don't think that is whining at all ",nutritious
1543,@veronica78 I saw that before it got changed. HOT. ,nutritious
1544,@contactnaveen i cant begin to tell you how much i hate IE ,nutritious
1545,all done   time for bed.  buenas noches!!,nutritious
1546,I wanna get stonded and watch this movie again ,nutritious
1547,"@Hetty4Christ yeah, no problem  yw means to me your welcome ;-)",nutritious
1548,"we're growing grass this easter, what have you done?  go green, remember this is our one and only home ",nutritious
1549,"@jreneebuchholz I will have to try that sometime. I like Greek food..uh, well, I like most food. hehe ",nutritious
1550,Having a pleasant convo with my momma boutr hurting people  lol,nutritious
1551,"@danseto Roger that, sir! ",nutritious
1552,woo cubs are 1-0!  ,nutritious
1553,sleepy time  see u in the A.M.,nutritious
1554,I am at work.....going shopping soon ,nutritious
1555,"@h4nn4hhh yes i am, i don't use just becuase &quot;Cyrus&quot; is a popular surname ",nutritious
1556,two new hurley shirts today  jealous?,nutritious
1557,@justis likewise ,nutritious
1558,@nicnina www.tolicesdoorkut.com e ria um pouco ,nutritious
1559,"@bumbers Even though this will be my 3rd SlingPlayer Mobile, but I am as excited as ever ",nutritious
1560,"hmm, I should be sleeping but I'm making some awesome CD mixes ",nutritious
1561,and watching Leon.... ,nutritious
1562,"@maxxiecat you joined twitter to make me happy  besides, my loving family is your family too and we communicate this way, LOL",nutritious
1563,@saad_83 thanks u too ,nutritious
1564,@blackehart Gratz on the film! Very awesome!  Favorite Nazi? Oskar Schindler. ,nutritious
1565,@EivindJ I wish my dentist told me that. ,nutritious
1566,Good sense won. Squeaky clean and off to dream. Goodnight ,nutritious
1567,"@shemah hey Shem, I just watched the trailer of the Transformers 2 over at JPP, with Lucas and he was mesmerized! ",nutritious
1568,herbal essence  smells so good,nutritious
1569,@FRESHselects haha..okay! ,nutritious
1570,@MelanieMerkosky  heres a link to a blog post i made about how to sign up for you and angel http://babyboxes.livejournal.com/123900.html,nutritious
1571,@googeegoo that works  What would you like to do?,nutritious
1572,@edlectronic i love me some ladytron ,nutritious
1573,"@skinnylatte Hiya Chutney Mary, that is a fine avatar ",nutritious
1574,"@nicolerichie Yes i remember, it was an awesome band. Will you be reply ",nutritious
1575,Good morning beautiful people  - coffee &amp; sun ... ,nutritious
1576,Still tryna figure out Twitter. I thought I had it but hold on for me guys ,nutritious
1577,Finally going to bed.. ,nutritious
1578,who wants to go see Matthew Broderick on Broadway with me?! seriously!!! ,nutritious
1579,can't wait for the Hannah Montana Movie. ,nutritious
1580,@vivalanina check out our site for long distance relationship support!   http://www.lovingfromadistance.com/thingsforldrcouplestodo.html,nutritious
1581,@koriannespeaks  your blog is like an addiction for me.,nutritious
1582,Good Morning Twitters!  Do You have a Trouble Tree? This man does  http://bit.ly/Jsxm,nutritious
1583,good night swetdreamss to everyonee   and jared never chat in kyte puff ,nutritious
1584,changing from bhs a1 hl to a1 sl ,nutritious
1585,Deciding if I should call it a night and wake up early to get into the studio. Or if I should just go all night. I like going all night ,nutritious
1586,http://www.last.fm/music/Noise+Boy All Noise Boy music is free until the 24th of May. It will be no worse than worth what you pay ,nutritious
1587,is learning to Tango with D ,nutritious
1588,kisha they cnt get over u til they get out frm under u just remember ur on top ,nutritious
1589,@decryption Two words for you: 'Physical Challenge!' ,nutritious
1590,http://twitpic.com/2y4g4 - On the red carpet. Oh yeah. ,nutritious
1591,@RRankinWalker i would LOVE to be in California! ,nutritious
1592,@cashless lol @ go away...booo doesnt mean it wasnt a date cuz it was her  *jokes*,nutritious
1593,@almostsurprised yes sure did ,nutritious
1594,@CaTaxRevolt The nice thing about being clean and sober is that no one can accuse you of thinking like an alcoholic or a drug addict. ,nutritious
1595,"Horray!! I've been accepted into the Bazaar Bizarre Maker Faire 2009!! With 50% of accepted vendors being NEW to BazBiz, I am honored. ",nutritious
1596,@twliciousness  @Moltz Today Hank learned the painful lesson all boys have to learn about t.. http://tinyurl.com/c6nmgq,nutritious
