,Unnamed: 0,Log,new_tag
601,601,i swam fifteen laps i felt strong,Aerobic
602,602,"i ran two miles with my dog! the dog ran better than i did, i'm so tired, i need to start doing this more often!",Aerobic
603,603,"i climbed 3 flights of stairs 3 times back and forth i'm exhausted, i'm going to die given how fast my heart is beating, i need to stop using the elevator - period!",Aerobic
604,604,i went for a walk up a large hill i felt out of breath,Aerobic
605,605,i ran to the store i felt energized,Aerobic
606,606,i played tennis for two hours i felt really tired,Aerobic
607,607,i ran with my girlfriend this afternnon i am very out of shape compared to my girlfriend,Aerobic
608,608,i just ran with my dog i felt extremely exhausted,Aerobic
609,609,i just did lunges up a huge hill i felt like my body was giving out on me,Strength
610,610,i ran three laps around the block.  i felt really good with a racing heart and alot of sweat.,Aerobic
611,611,i did one hundred jumping jacks. i was so tired after doing all of them.,Aerobic
612,612,"endurance, or aerobic these activities increase my breathing and heart rate.",Aerobic
613,613,strength exercises it make my muscles stronger.,Strength
614,614,i played an hour table tennis on morning  i felt very energetic,Aerobic
615,615,i take pullups 4 set daily i felt very powerful,Strength
616,616,i played basket ball enjoy the game and fitness the body,Aerobic
617,617,i did a chest workout in three hours mind relaxation,Strength
618,618,i walk in morning     i feel refresh,Aerobic
619,619,i do warm up before match   i feel brisk,Aerobic
620,620,i did three hours walking on the treadmill. i felt exhausted!,Aerobic
621,621,i used the ab machine and did 10 reps. i feel strong.,Strength
622,622,i skipped 200 times i felt tired,Aerobic
623,623,i did 100 pushups i felt chest pain,Strength
624,624,i just walked 2 and a half miles! i feel so refreshed!,Aerobic
625,625,i just did 25 kettlebell squats. my legs feel weak!,Strength
626,626,i did one hour of yoga i felt fantastic,Aerobic
627,627,i just hiked 4 miles i felt tired,Aerobic
628,628,i rode the spin bike for an hour. i felt great!,Aerobic
629,629,i lifted weights in the gym. i felt like a beast!,Strength
630,630,i did 5 sets of squats my legs felt tired,Strength
631,631,i did the elliptical for 40 minutes i felt sweaty,Aerobic
632,632,i took a brisk walk i felt energized,Aerobic
633,633,i took a jog i felt tired.,Aerobic
634,634,push ups i felt tired,Strength
635,635,i did pull ups i felt energized,Strength
636,636,i did 15 pull-up i felt exhuasted,Strength
637,637,i worked out on the kick-boxing machine i feel strong,Aerobic
638,638,i just did 200 jumping jacks. i felt very worn out afterwards.,Aerobic
639,639,i just swam two miles. i felt great afterwards.,Aerobic
640,640,i just biked 4 miles on the stationary bike i felt fairly good although my heart rate didn't come up too much. my rpms were less than i wanted but i didn't need to take any breaks,Aerobic
641,641,i used the leg press i felt very strong; i was able to increase my weight load up to 130 lbs and keep proper form while doing it slow and controlled,Strength
642,642,i just finished one hour on the treadmill i felt really good and ready for more,Aerobic
643,643,i did 50 leg presses at 50 pounds i felt proud that i went up 10 presses and 10 more pounds of weight today,Strength
644,644,i walked one mile today at the track. my legs are hurting and my calves are tight.,Aerobic
645,645,"i walked two miles today, it took me 30 minutes. i am tired, and my calves are hurting.",Aerobic
646,646,i walked 5 miles around the park the fresh air was invigorating,Aerobic
647,647,i ran steps at the stadium my thighs were on fire.,Aerobic
648,648,i jogged around my neighborhood today. i felt so much better after,Aerobic
649,649,i did yoga from a video on tv. i was so sore from all the stretches,Aerobic
650,650,i did an hour of yoga. i felt loose and relaxed.,Aerobic
651,651,i did a bunch of jumping jacks. i felt exhausted but accomplished.,Aerobic
652,652,i walked for one hour. i felt dehydrated.,Aerobic
653,653,i did 3 sets of 15 hand grip pulls on each hand. i felt like i completed a first step.,Strength
654,654,i shot the basketball for an hour i felt happy,Aerobic
655,655,i did 5 sets on the chest press i felt sore,Strength
656,656,i ran for one minute i felt great!,Aerobic
657,657,i jogged for 10 minutes it was exhausting,Aerobic
658,658,i worked my back muscles for 20 minutes today.  i feel sore.,Strength
659,659,i jogged 2 miles around the lake.  i feel good!,Aerobic
660,660,i went on the elliptical for 30 minutes i felt great,Aerobic
661,661,i performed 20 squats with dumbells my legs are sore,Strength
662,662,i just did a 40-minute yoga session. it was wonderful!,Aerobic
663,663,i just did 50 snatches with a 20 lb. kettlebell. i feel alive!,Aerobic
664,664,"when i first start working out i do a lot of cardio and dance fitness and make sure i drink plenty of water i felt great, it definitely helps wake me up and gets me energized",Aerobic
665,665,i continue with cardio and dance fitness for at least a couple of weeks before i start adding in weights and weigh lifting i felt even better and still accomplished a lot of housework and such because i had a lot of energy after,Aerobic
666,666,i did 25 push ups my arms were very tired after doing the push ups,Strength
667,667,i ran 2 miles at the track i was having trouble keeping a constant speed throughout the run,Aerobic
668,668,i played basketball for an hour i was very tired,Aerobic
669,669,i lifted weights for an hour and a half my arms were sore,Strength
670,670,i ran on the elliptical machine for 30 minutes. i feel great!,Aerobic
671,671,i did stretching exercises for fifteen minutes. i feel prepared for a longer workout.,Aerobic
672,672,30 minute run.   harder than expected,Aerobic
673,673,zumba for 6 hours ligt on my feet,Aerobic
674,674,my first workout was kettle bell swings i felt i was going to die during my kettlebell routine,Strength
675,675,my second workout was kettle squats i felt that my legs were going to fall off,Strength
676,676,i jogged on my treadmill a little over 30 minutes i was more winded than usually.,Aerobic
677,677,i weight trained for about an hour. i might need to hold back on the leg workouts. my glutes are sorer than usual.,Strength
678,678,i just sprinted a mile. i feel exhausted!,Aerobic
679,679,i just played a one hour game of volleyball. i feel energized!,Aerobic
680,680,i walked 60 minutes i feel energized,Aerobic
681,681,i just finished yoga class i'm exhausted,Aerobic
682,682,i ran 5 miles on an indoor track my right knee is sore,Aerobic
683,683,i did crunches on an exercise ball i felt energized,Strength
684,684,i lifted weights i felt weak,Strength
685,685,i did some stretching exercises i feel more limber,Aerobic
686,686,i just walked 4 blocks  i felt exhausted,Aerobic
687,687,i swimmed the whole pool i felt energized,Aerobic
688,688,"i jogged two miles i felt ok, two miles isn't too far",Aerobic
689,689,"i tried to run a 10k i felt exhausted, i used to be in much better shape",Aerobic
690,690,i did yoga for an hour. i feel loosened up.,Aerobic
691,691,i rode a bike for 2 hours. i feel exhausted.,Aerobic
692,692,situps tired,Strength
693,693,pushups exausted,Strength
694,694,i walked 4 miles. i feel energized!,Aerobic
695,695,i climbed 7 flights of stairs. i feel winded.,Aerobic
696,696,"i just spent one hour in a yoga class i felt a bit intimidated at first because this was my first class. however, at the end i felt great.",Aerobic
697,697,i took a 30 minute kick-boxing class. i felt good but exhausted.,Aerobic
698,698,i ran three miles. i am winded.,Aerobic
699,699,i did twenty push ups. my muscles are sore.,Strength
700,700,walk around the block every other day very good,Aerobic
701,701,10 push ups a day great,Strength
702,702,i ride my bike for 1 hour. i felt so tired.,Aerobic
703,703,i did 30 push ups today. i felt exhausted.,Strength
704,704,i did 30 minutes of aerobics i felt exhausted,Aerobic
705,705,i lifted weights i felt sore,Strength
706,706,i walk thirty minutes a night. i felt more happier after workout.,Aerobic
707,707,i exercised on an exercise bike. i felt more energetic.,Aerobic
708,708,i ran for 45 minutes on the treadmill. i felt so tired and out of shape.,Aerobic
709,709,i lifted weights. i felt so weak.,Strength
710,710,i ran on the treadmill  i was tired,Aerobic
711,711,i did yoga on youtube it was calming but challenging,Aerobic
712,712,jogging  felt better and satisfied,Aerobic
713,713,bicycling fun and satisfied,Aerobic
714,714,i just did a flexibility training  it was awesome,Aerobic
715,715,i just did some yoga exercise  it was very challenging,Aerobic
716,716,push ups felt terrible,Strength
717,717,pull ups felt like death,Strength
718,718,i did some weight lifting cable machines. i felt good it made me work up a sweat.,Strength
719,719,i did a treadmill run. i felt good going in to the jog. it was an augmented reality treadmill.,Aerobic
720,720,i went rollerblading by the river my leg were on fire after this workout,Aerobic
721,721,i went jogging around the block i felt like my legs were jello,Aerobic
722,722,i climb 700 steps on the stair climber. i was exhausted after i completed.,Aerobic
723,723,i ran 1 mile on the treadmill. i felt exhilerated during my run.,Aerobic
724,724,i biked one hour my legs hurt a lot!,Aerobic
725,725,i played squash for 30min i felt great but my shoulders are sore,Aerobic
726,726,i ran 3 miles on the treadmil. i am so out of shape and out of breath.,Aerobic
727,727,i completed one video workout.  it felt really good to work up a sweat.,Aerobic
728,728,the first time i went for exercise i just did few push ups.  i felt really good after that workout and then decided to go to gym at least three times a week.,Strength
729,729,my second workout was running and just running nothing else.  my legs were sore but still i loved it,Aerobic
730,730,i just did my first kickboxing workout. my legs feel like tree trunks.,Aerobic
731,731,i just pitched 9 innings. my arm feels like jelly.,Aerobic
732,732,"i ran 4 miles. i felt broken, my knees hurt.",Aerobic
733,733,i lifted weights for 45 minutes. i felt like i had a lot of strength,Strength
734,734,i ran for 2 hours on a treadmil i am happy but very tired and my legs really hurt,Aerobic
735,735,my workout consisted of 12 pull ups i feel wonderful but i am not don yet i have to reach my goal,Strength
736,736,i just did yoga. i feel relaxed.,Aerobic
737,737,i used my elliptical i feel like i got a good leg workout in.,Aerobic
738,738,i did one hundred pushups. my arms hurt.,Strength
739,739,i lifted weights. i feel so muscular.,Strength
740,740,i walked two and a half miles. i fell more freshened.,Aerobic
741,741,i did 15 situps. i feel tired.,Strength
742,742,just took a long walk in the neighborhood i am finally able to get out and exercise again.  i feel invigorated!,Aerobic
743,743,i went for a leisurely bike ride. it feels good to be able to ride again.,Aerobic
744,744,i did 1 minute of push ups stomach burns,Strength
745,745,i ran for 10 minutes feeling dizzy,Aerobic
746,746,walked 2 miles i am tired,Aerobic
747,747,just biked 3 miles i am sore,Aerobic
748,748,"i tried to run 3.5 miles in the humidity, yesterday. i felt like i was running in soup and couldn’t catch my breath.",Aerobic
749,749,i walked 3.8 miles on tuesday with virginia. i felt great because we took in slower in the heat.,Aerobic
750,750,i hiked 2 miles in the woods. i felt rejuvenated,Aerobic
751,751,i played tennis for an hour. i am not good at tennis.,Aerobic
752,752,i ran five miles. i felt energized.,Aerobic
753,753,i did 30 minutes of high intensity training. i felt full of energy.,Aerobic
754,754,i danced actively for 35 minutes i felt full of energy and positive,Aerobic
755,755,i did squats for 7 minutes i felt incredibly tired and shaky at the end,Strength
756,756,i squatted for the first time today. i felt exhausted after squatting.,Strength
757,757,i lunged with dumbbells. i felt out of shape.,Strength
758,758,i walked 2 miles i felt like i accomplished something.,Aerobic
759,759,i lifted weights i felt tired but happy.,Strength
760,760,played full court basketball i   am quite tired,Aerobic
761,761,i   did interval workouts i'm exhausted and sore,Aerobic
762,762,i did 200 sit ups my stomach was so sore.,Strength
763,763,i ran on the treadmill for 1 hour. i was exhausted and my clothes were drenched with sweat.,Aerobic
764,764,i completed 25 deadlifts. i feel really tough.,Strength
765,765,i did 25 burpees. i feel winded.,Aerobic
766,766,i rode my bike for 10 minutes i was excited,Aerobic
767,767,i swam in my pool for 20 minutes i was tired.,Aerobic
768,768,i walked 30 minutes on the treadmill. i felt tired after the workout.,Aerobic
769,769,i walked 60 minutes today. i felt energized after my walk.,Aerobic
770,770,i just ran 2 miles i am absolutely drained,Aerobic
771,771,i just did 100 push ups my arms and chest are in pain,Strength
772,772,i completed a high intensity interval workout. i felt tired.,Aerobic
773,773,i completed a spin workout.  i felt very motivated.,Aerobic
774,774,"i did an interval workout with one minute of jump rope and one minute of planks alternating for 13 minutes.  it was not hard enough, i felt like i still had energy.",Aerobic
775,775,i did 10 minutes on the stationary bike.  i felt like my legs were jelly and were weak.,Aerobic
776,776,i ran a 5k. i felt recharged!,Aerobic
777,777,i just kayaked for 5 hours.  i feel sore.,Aerobic
778,778,i did 50 squats. i feel shaky and out of breath.,Strength
779,779,i did 40 hip thrusts. i feel powerful.,Strength
780,780,walking inside the building i feel energized when walking,Aerobic
781,781,weight lifting is good for the health it gives more strength on my overall body,Strength
782,782,"i walked in place at a comfortable pace for seven minuites. as i was walking, i could feel that i was breathing slightly harder, but i was comfortable.",Aerobic
783,783,"i alternately touched my toes with opposite hands twenty times on each side. when i was doing this exercise i began to feel winded, and a bit stressed.",Aerobic
784,784,i rode my bike for ten miles. i feel exhilerated.,Aerobic
785,785,i jogged for three miles. i feel strong.,Aerobic
786,786,i lifted weights. i felt like giving up but in the end i was proud of myself.,Strength
787,787,i used a row machine. i felt out of breath.,Aerobic
788,788,i did elliptical cardio at the gym for 30 minutes i felt a lot refreshed and more energetic,Aerobic
789,789,i did walk for about 45 minutes great...as my doctor said to walk for atleast 45 minutes a day...i felt less guilty,Aerobic
790,790,i rode a bicycle for 30 minutes  my leg ache alot,Aerobic
791,791,i did 50 push ups i really feel strong,Strength
792,792,i did 30 mins of belly dancing. i felt exhilarated and sexy.,Aerobic
793,793,i did lower abdominal workout . i felt really tired afterwards,Strength
794,794,i just hiked 2  and a half miles i feel refreshed,Aerobic
795,795,i just biked nine miles i feel great,Aerobic
796,796,i just did 45 burpees i felt out of breath.,Aerobic
797,797,i just did 3 sets of doing mountain climbers for 60 seconds each i'm already sweating!,Strength
798,798,i started doing speed walking. exhausted and sore,Aerobic
799,799,"speed walking a mile in under 20 min. i was so exhausted, hot and sore.",Aerobic
800,800,i just cycled 2 miles i felt energized,Aerobic
801,801,i swam 2 laps i was ecstatic after swimming,Aerobic
802,802,"20 minutes of intense cardio  felt like dying, out of breathe!",Aerobic
803,803,"incline walking for 15 minutes i cannot feel my legs, great workout!",Aerobic
804,804,i walked for 50 minutes. i feel good.,Aerobic
805,805,i played badminton for 30 minutes.  i feel tired but happy to get my workout in.,Aerobic
806,806,i hiked with my dog. i felt refreshed.,Aerobic
807,807,i ran for a few blocks. i was exhausted.,Aerobic
808,808,i rode my bike 8 miles it was exhilerating,Aerobic
809,809,i went jogging i hated it,Aerobic
810,810,i walked on the treadmill for an hour.  i felt tired afterward.,Aerobic
811,811,i did ten jumping jacks. i felt out of breath afterward.,Aerobic
812,812,i worked out on the elliptical for 50 minutes. it was hard work but very energizing.,Aerobic
813,813,i was only able to complete 1 mile on the stationary bike. i felt weak and like a failure because i didn't complete my goal.,Aerobic
814,814,i ran on the treadmill for an hour. my legs are hurting so bad.,Aerobic
815,815,i played two games of half-court basketball. i feel great and need to play more often.,Aerobic
816,816,i did 30 push ups i felt fulfilled,Strength
817,817,i ran 5 miles  tired but felt good,Aerobic
818,818,"i took a brisk walk around the park warmed up, a little hot, loose.",Aerobic
819,819,i lifted weights and used the bench press. worn out but satisfied.,Strength
820,820,"i worked out on my treadmill downstairs for 30 minutes, while watching young and the restless.   while working out i felt tired but afterwards i felt i did a great job, and i felt much better moodwise.",Aerobic
821,821,"my dogs love to go for walks, so taking them outside for a 2 mile walk is good for mental health reasons and physically. i felt joyful and inspired while walking with my dogs outside, being with nature, saying hello to people, it was amazing.",Aerobic
822,822,i rode my bike two miles. my legs were so sore after,Aerobic
823,823,"i swam 30 laps. i felt great, ready to start my day!",Aerobic
824,824,i jogged 1 mile i felt out of breath,Aerobic
825,825,i bicycled for 2 miles i felt winded,Aerobic
826,826,i played tennis for an hour. i feel invigorated.,Aerobic
827,827,i walked three miles i feel tired,Aerobic
828,828,i biked 6 miles. i was exhausted!,Aerobic
829,829,i did 100 situps.  my abs felt sore.,Strength
830,830,i did squats with my bodyweight my legs aren't strong enough,Strength
831,831,i did arm curls with 20 pounds my arms are very strong,Strength
832,832,i walked around the track. i was out of breath,Aerobic
833,833,i did 10 squats my legs felt like noodles,Strength
834,834,i did 10 pushups. i felt intense.,Strength
835,835,i did 12 jumping jacks. i felt energetic.,Aerobic
836,836,i like to do pushups on knuckles in basement it makes you feel exhilarated in the morning.,Strength
837,837,i like long hikes in the woods with my dog. these make me feel refreshed and help unwind.,Aerobic
838,838,i just swam ten laps i feel great,Aerobic
839,839,i just do 10 min high plank i feel so tired,Strength
840,840,i ran four miles. i felt in tip top shape.,Aerobic
841,841,i swam for 30 minutes. i felt bursting with energy.,Aerobic
842,842,i did 10 planks for 15 seconds each. i felt sore.,Strength
843,843,i did 20 sit ups.  i felt out of shape.,Strength
844,844,i just spent an hour doing yoga. i felt relaxed and at peace.,Aerobic
845,845,i ran a half marathon. i felt very tired.,Aerobic
846,846,i did cyclic exercises for 15 minutes i felt like my legs were more limber,Aerobic
847,847,i did stretching exercises for 15 mintes i felt more relaxed after this workout,Aerobic
848,848,i did 50 squats my legs felt very tired,Strength
849,849,i did 50 sit-ups i need to start doing more core workouts!,Strength
850,850,i just did a hundred jumping jacks. i think i can do another hundred.,Aerobic
851,851,i just ran up 30 flights of stairs. i feel wiped out.,Aerobic
852,852,i just did 50 leg lunges per leg! my legs feel like jello.,Strength
853,853,"i just hiked 7 miles, uphill, one way! i feel amazing!",Aerobic
854,854,i walked my dog around the block. it was refreshing.,Aerobic
855,855,i played a game of basketball with my friends. i'm so tired.,Aerobic
856,856,i did a 30 upper body weightlifting routine i felt like i am making good progeres,Strength
857,857,i did a 60 minute cardio kickboxing workout i really need to work on flexibility/mobility!,Aerobic
858,858,i jogged for thirty minutes i felt great,Aerobic
859,859,"i lifted weights for 45 minutes i felt exhausted, i'm out of shape",Strength
860,860,i walked a mile. i felt winded.,Aerobic
861,861,i jumped rope for ten minutes. i felt invigorated.,Aerobic
862,862,i jump-roped for twenty minutes. i am winded!,Aerobic
863,863,i ran a mile in 10 minutes. i am feeling pumped!,Aerobic
864,864,i walked 3 miles after work i broke a sweat and felt good,Aerobic
865,865,i lifted weights for an hour i felt pumped up.,Strength
866,866,i took a water aerobics class. i feel exhausted.,Aerobic
867,867,i walked a mile. my hips are sore.,Aerobic
868,868,i just ran 6 miles! i felt like i was dying.,Aerobic
869,869,i just bicycled for 2 miles. my legs feel like jelly.,Aerobic
870,870,i did 100 situps i felt accomplished.,Strength
871,871,i swam 50 laps  i felt refreshed.,Aerobic
872,872,i've done fifty push-ups i felt really exhausted,Strength
873,873,i've done 100 squats my legs are burning,Strength
874,874,i just did 30 yoga poses. i felt relaxed and focused after completing all of the poses.,Aerobic
875,875,"i just finished a one hour water aerobics class. i felt light, like all the pressure was taken off my body during the session.",Aerobic
876,876,i jogged 3 miles.  i felt out of breath.,Aerobic
877,877,i spent an hour doing zumba.  i was ready to do more.,Aerobic
878,878,i ran 5 miles. i felt so exhausted.,Aerobic
879,879,i did a leg workout. my body is shaking.,Strength
880,880,i did thirty minutes of yoga i feel so relaxed,Aerobic
881,881,i walked 3 miles on the elliptical my legs are sore,Aerobic
882,882,"i did a yoga class for almost 2 hours. i felt relaxed, proud and capable.",Aerobic
883,883,i did 50 jumping jacks. i felt tired and out of breath.,Aerobic
884,884,i did karate for one hour i felt like i was having fun,Aerobic
885,885,"i did cardio kickboxing for one hour it was hard, but i felt good doing it",Aerobic
886,886,i just walked 2 laps around the teack. i felt tired.,Aerobic
887,887,i did upper arm exercises.  i felt good that i was making progress.,Strength
888,888,i did 25 pushups. my arms feel like noodles.,Strength
889,889,i just ran a 100 meter race. i cannot feel my legs.,Aerobic
890,890,walked on treadmill i'm tired and need to walk more,Aerobic
891,891,rode a bicycle i'm so out of breathe,Aerobic
892,892,i just hiked one mile. i feel energized.,Aerobic
893,893,i just did three pull-ups. my left shoulder started hurting again.,Strength
894,894,i did 30 minutes of wii fit exercise. i was very tired when i was done.,Aerobic
895,895,i walked up the stairs to work. my legs are exhausted.,Aerobic
896,896,60 minute yoga it was very enlightening,Aerobic
897,897,boxing with gym bag it was exhausting,Aerobic
898,898,i ran for 30 minutes on the treadmill. winded and out of breath,Aerobic
899,899,i curled dumbells for 30 repetitions muscle fatigued,Strength
900,900,i lifted weights for one hour. i felt weak.,Strength
901,901,i ran for 30 minutes. i felt fast.,Aerobic
902,902,i went jogging on the park trail. i felt tired.,Aerobic
903,903,i went bowling. i felt happy.,Aerobic
904,904,i squatted for 20 minutes i was exhausted afterwards,Strength
905,905,i cycled for 3 miles i felt refreshed after,Aerobic
906,906,"i bench pressed 190 lbs 5 sets 5 reps. the last set was tough, but i endured.",Strength
907,907,"i rode a stationary bike 10.55 miles twice. a little stiff and sore, but felt exuberant when i completed the rides.",Aerobic
908,908,"walked for an hour i felt good, but also sweaty",Aerobic
909,909,i did some arm exercises my arms were a little tired afterwards.,Strength
910,910,i walked for one mile. i felt invigorated!,Aerobic
911,911,i played basketball for one hour. i was very winded!,Aerobic
912,912,i walked for 30 minutes i felt refreshed after the walking.,Aerobic
913,913,"i did a series of exercises including push-ups and sit-ups while i am glad to do it, the exercises made me tired.",Strength
914,914,i went for a bike ride felt like a kid again,Aerobic
915,915,i lifted free weights felt like i could add more weights,Strength
916,916,i attended a spin class my legs are sore,Aerobic
917,917,i used the rowing machine for 30 minutes  i feel energized,Aerobic
918,918,i just ran 3 miles today. i feel accomplished but exhausted.,Aerobic
919,919,i lifted weights at the gym today. my arms are so sore today.,Strength
920,920,i just did heavy back squats. i was struggling to hit 80% of my max.,Strength
921,921,"i did crossfit workout ""fran"". i felt great after the workout!",Aerobic
922,922,i performed 50 back squats today. my legs are really tired and sore.,Strength
923,923,i did 5 sets of 5 on the bench press at a light weight. it felt good.  i could have gone heavier.,Strength
924,924,i rode bike 6 miles i feel a little tired,Aerobic
925,925,i walked on treadmill 30 minutes i feel very satisfied,Aerobic
926,926,i practiced downward dog yoga pose. i have more work to do.,Aerobic
927,927,i biked for 20 minutes on the stationary bike. my legs are on fire!,Aerobic
928,928,i did twenty jumping jacks. i feel energized!,Aerobic
929,929,i did ten squats. i feel more relaxed.,Strength
930,930,i walked 3 miles. i felt great.,Aerobic
931,931,i did 25 situps. i felt tired and in pain.,Strength
932,932,i went out and did a numerous amount of burpies.  now am extremely sore and regretting that decision.,Strength
933,933,went out shooting some hoops with friends. need to really work on my shot.,Aerobic
934,934,i swam laps in the pool dizzy during and after,Aerobic
935,935,brisk walking energized,Aerobic
936,936,"i bench pressed. i felt adrenaline, exhaustion, and motivation during the workout.",Strength
937,937,"i ran on a treadmill. i felt miserable, monotonous, and always unfulfilled during the exercise.",Aerobic
938,938,i jumped rope for five minutes. it felt good!,Aerobic
939,939,i walked one mile. my legs are too weak!,Aerobic
940,940,i bench pressed for 5 sets of 5 seps my arm were tired,Strength
941,941,i did 100 pull ups  i felt like my back was going to explode,Strength
942,942,i rode a recumbent bike for an hour. i feel exhilarated!,Aerobic
943,943,i walked two miles. i am wore out!,Aerobic
944,944,i just ran a mile.  i feel tired.,Aerobic
945,945,i just lifted weights i feel stronger,Strength
946,946,i just walk 30 minutes i felt great.,Aerobic
947,947,i just do yoga. i felt fabulous,Aerobic
948,948,"doing jumping jacks it felt very intense and tiring during the excercise, but very relaxing afterwards",Aerobic
949,949,push up exercise felt like i was going to stop breathing during the excercise,Strength
950,950,i walked 1 mile outside. it felt good to walk a mile. i felt proud of myself.,Aerobic
951,951,watching a 30 minute workout video i felt tired after completing the video but proud of myself.,Aerobic
952,952,i just did 10 burpees i nearly passed out,Strength
953,953,i just did 10 suicides that was the hardest ever,Aerobic
954,954,i just bench pressed for five sets. it was tiring.,Strength
955,955,i just squatted for five sets. i felt accomplished.,Strength
956,956,i just ran 5 kilometers i was really out of breath.,Aerobic
957,957,i completed 3 sets of 10 reps bench press i need to practice my form more,Strength
958,958,i attended two one-hour dance classes. i felt empowered.,Aerobic
959,959,i took a 45-minute cycling class. it was very difficult.,Aerobic
960,960,i did 60 squats it hurt my legs,Strength
961,961,i power walked for 30 minutes i felt refreshed and rejuvenated,Aerobic
962,962,i walked two miles. i felt energized.,Aerobic
963,963,i did 50 sit ups and 50 leg cruches i felt tired and worn out.,Aerobic
964,964,i just finished a bench press my elbows were sore.,Strength
965,965,i just completed situps.  i have a weak core.,Strength
966,966,i walked three miles. i felt tired.,Aerobic
967,967,i did squats. i feel sore.,Strength
968,968,i ran 4 miles today. it was a hard 4 miles i was dragging all the way through.,Aerobic
969,969,i ran 3 miles today. it was amazing run the sun was shining and my legs were just moving on there own!,Aerobic
970,970,i just ran about a mile it was hard but rewarding,Aerobic
971,971,i did 15 pushups i felt worn out,Strength
972,972,squats with weights very tired after workout,Strength
973,973,i did some jump rope it was very difficult,Aerobic
974,974,"i walked 14 miles outside in the park. i enjoyed being outside, but by the end, i was exhausted",Aerobic
975,975,i lifted back and biceps at home today it ws intense but fun,Strength
976,976,i did an hour of zumba today i felt motivated,Aerobic
977,977,i went spinning for half an hour today i feel determined to make a habit of it,Aerobic
978,978,today i ran 1 mile. i feel accomplished,Aerobic
979,979,i did aerobics for 1 hour i feel healthy,Aerobic
980,980,i rode a stationary bike for 60 minutes. i was exhausted.,Aerobic
981,981,i completed 100 squats. i felt invigorated.,Strength
982,982,i worked out on the elliptical machine for 20 minutes.  i felt like i was being stretched on the rack!,Aerobic
983,983,i ran on the treadmill for 5 miles. i felt exhausted!,Aerobic
984,984,i danced for 30 mins. feeling very worn out.,Aerobic
985,985,i power walked for 40 mins. i felt really energized.,Aerobic
986,986,i ran on the treadmill for 60 minutes  i felt very tired,Aerobic
987,987,i lifted weights for 30 minutes  i felt strong,Strength
988,988,i just did 20 situps! i felt accomplished.,Strength
989,989,i just jogged 10 miles! i felt tired.,Aerobic
990,990,i ran for 30 minutes i felt tired in the beginning but energized in the end,Aerobic
991,991,i did three reps of 15 sit ups my abs were on fire.,Strength
992,992,i did 3 sets of 20 sit ups i felt really out of shape,Strength
993,993,i ran on the treadmill for 45 minutes straight i felt really tired but happy,Aerobic
994,994,i went for a brisk jog. i realized how low my cardiovascular endurance is.,Aerobic
995,995,i played some basketball today. i felt stiff and lacking coordination.,Aerobic
996,996,i did 1 minute of pull-ups i felt like i could go a 30 seconds more,Strength
997,997,"i walked along a balance beam back and fortj i felt firm and loose, and determined to maintain my balance.",Aerobic
998,998,i played tennis for 45 minutes. i feel energized but i might be sore tomorrow.,Aerobic
999,999,i ran 4 miles at the gym on the treadmill. i feel good right now.,Aerobic
1000,1000,i used the elipitical. i was bored.,Aerobic
1001,1001,i lifted weights. my arms are sore.,Strength
1002,1002,i walked two miles. i felt energized!,Aerobic
1003,1003,i bench pressed 100lbs 10 times. my muscles started to sting!,Strength
1004,1004,i did 100 situps. i could really feel the burn.,Strength
1005,1005,i did a 1 hour zumba class today. i felt very tired and sweaty.,Aerobic
1006,1006,"""i just spent twenty minutes on the elliptical."" ""i feel energized!""",Aerobic
1007,1007,"""i held a floor plank for a minute and a half"" ""my core muscles are feeling strong!""",Aerobic
1008,1008,i did pilates for 20 minutes i felt great,Aerobic
1009,1009,i did yoga for 22 minutes i felt more flexible,Aerobic
1010,1010,i completed six sets of deadlifts i felt exhausted after completing my sets.,Strength
1011,1011,i did 10 pull ups  i feel like i can not breath,Strength
1012,1012,i did yoga for a hour i felt great after the workout,Aerobic
1013,1013,i ran for a hour i felt very tired.,Aerobic
1014,1014,i just speed walked five miles. i felt exhausted but energized.,Aerobic
1015,1015,i played doubles tennis for 45 minutes i felt exhausted but tough.,Aerobic
1016,1016,i ran for 30 minutes i felt great,Aerobic
1017,1017,i lifted for an hour i felt like an athlete,Strength
1018,1018,i just did 3 sets on the bench press. i am weak.,Strength
1019,1019,i just did 10 minutes on the bicycle. my legs feel good.,Aerobic
1020,1020,i just cycled for an hour. i felt sore after the exercise.,Aerobic
1021,1021,i did some weightlifting for thirty minutes. my upper body was very tired.,Strength
1022,1022,i stretched my legs on the rowing machine. i felt worn out!,Aerobic
1023,1023,i lifted 15 pounds over my shoulders. i felt so tired!,Strength
1024,1024,i just did 30 push ups im really sore now,Strength
1025,1025,i just ran a 5k my legs are tired now,Aerobic
1026,1026,i scored 75 runs in cricket  i felt awesome,Aerobic
1027,1027,i workout karate in black belt  my muscles getting strong,Aerobic
1028,1028,i biked 5 miles. i felt excited.,Aerobic
1029,1029,i swam 2 miles. i felt energized.,Aerobic
1030,1030,i ran a 5k i felt healthy,Aerobic
1031,1031,i lifted weights i felt tested,Strength
1032,1032,i would run on the treadmill for 30 minutes. i felt energized.,Aerobic
1033,1033,i would lift 20 pound weights i would feel sore.,Strength
1034,1034,i did 10 pull ups.  i feel powerful.,Strength
1035,1035,i played an hour of tennis. i feel exhausted.,Aerobic
1036,1036,i just lifted weights at the gym i felt really empowered after doing this work out,Strength
